"","Assemblage","Taxonomic Diversity","Taxonomic Observed","Taxonomic Estimator","s.e.","LCL","UCL"
"741","4040050300","Simpson diversity",4.35816618911175,4.78064516129033,NA,NA,NA
"742","4040095270","Species richness",49,61.4255952380952,NA,NA,NA
"743","4040095270","Shannon diversity",37.649409095814,46.0507626572711,NA,NA,NA
"744","4040095270","Simpson diversity",31.2212389380531,38.1195652173913,NA,NA,NA
"745","4040169400","Species richness",18,24.1342592592593,NA,NA,NA
"746","4040169400","Shannon diversity",15.4759601360617,19.5531461664502,NA,NA,NA
"747","4040169400","Simpson diversity",14.0192307692308,18.5844155844156,NA,NA,NA
"748","4040223160","Species richness",13,14.4642857142857,NA,NA,NA
"749","4040223160","Shannon diversity",10.3605717082068,12.4060366066037,NA,NA,NA
"750","4040223160","Simpson diversity",8.56310679611651,10.5,NA,NA,NA
"751","4040234270","Species richness",12,14.5806451612903,NA,NA,NA
"752","4040234270","Shannon diversity",9.79519446706326,12.597123368747,NA,NA,NA
"753","4040234270","Simpson diversity",8.21367521367521,10.8139534883721,NA,NA,NA
"754","4040298550","Species richness",20,32.0949367088608,NA,NA,NA
"755","4040298550","Shannon diversity",14.1848536835189,17.4233705953177,NA,NA,NA
"756","4040298550","Simpson diversity",11.1645796064401,12.8375,NA,NA,NA
"757","4040484760","Species richness",19,25.1946902654867,NA,NA,NA
"758","4040484760","Shannon diversity",11.2802736598039,12.6674959045002,NA,NA,NA
"759","4040484760","Simpson diversity",7.99561678146525,8.52830188679246,NA,NA,NA
"760","4040545530","Species richness",17,20.968253968254,NA,NA,NA
"761","4040545530","Shannon diversity",11.0938052190612,12.096093820695,NA,NA,NA
"762","4040545530","Simpson diversity",8.90909090909091,9.5108695652174,NA,NA,NA
"763","4040627620","Species richness",33,35.9885057471264,NA,NA,NA
"764","4040627620","Shannon diversity",22.787245630215,24.5154401038633,NA,NA,NA
"765","4040627620","Simpson diversity",18.7609473974112,20.1364985163205,NA,NA,NA
"766","4040748300","Species richness",81,91.8753623188406,NA,NA,NA
"767","4040748300","Shannon diversity",50.9337786486276,54.1361493392522,NA,NA,NA
"768","4040748300","Simpson diversity",39.1201328101419,41.0672588832489,NA,NA,NA
"769","4040773260","Species richness",122,173.543415845426,NA,NA,NA
"770","4040773260","Shannon diversity",45.7876320296575,48.1446059005152,NA,NA,NA
"771","4040773260","Simpson diversity",29.2287744594979,29.684181008798,NA,NA,NA
"772","4040783120","Species richness",84,109.763618557963,NA,NA,NA
"773","4040783120","Shannon diversity",45.0298966131762,47.3090882652546,NA,NA,NA
"774","4040783120","Simpson diversity",32.2165211837343,33.1027587213545,NA,NA,NA
"775","4040839030","Species richness",24,35.8877192982456,NA,NA,NA
"776","4040839030","Shannon diversity",18.4702377489491,26.0749382302024,NA,NA,NA
"777","4040839030","Simpson diversity",14.44,19,NA,NA,NA
"778","4040960200","Species richness",49,55.5239940387481,NA,NA,NA
"779","4040960200","Shannon diversity",24.9829793611617,27.6003078467981,NA,NA,NA
"780","4040960200","Simpson diversity",14.9533837003697,15.6727518593644,NA,NA,NA
"781","4040960480","Species richness",45,46.3315241971958,NA,NA,NA
"782","4040960480","Shannon diversity",19.7472450228356,20.402422509978,NA,NA,NA
"783","4040960480","Simpson diversity",13.2135402729462,13.4365122615804,NA,NA,NA
"784","4040975160","Species richness",65,81.8827021494371,NA,NA,NA
"785","4040975160","Shannon diversity",32.8487702306183,34.3232761995384,NA,NA,NA
"786","4040975160","Simpson diversity",21.8432687246848,22.3199288422827,NA,NA,NA
"787","4041043580","Species richness",122,139.625325461701,NA,NA,NA
"788","4041043580","Shannon diversity",61.5312513855066,63.663565997921,NA,NA,NA
"789","4041043580","Simpson diversity",44.8216306156406,45.7321519560664,NA,NA,NA
"790","4041108500","Species richness",31,46.0095419847328,NA,NA,NA
"791","4041108500","Shannon diversity",19.2908407264582,23.231511710787,NA,NA,NA
"792","4041108500","Simpson diversity",13.4807541241163,14.9124343257443,NA,NA,NA
"793","4041108580","Species richness",56,70.162962962963,NA,NA,NA
"794","4041108580","Shannon diversity",37.0818246368127,43.5214509807066,NA,NA,NA
"795","4041108580","Simpson diversity",26.4705882352941,29.6280991735538,NA,NA,NA
"796","4041128330","Species richness",38,57.8515625,NA,NA,NA
"797","4041128330","Shannon diversity",32.0435929331206,53.6859310846396,NA,NA,NA
"798","4041128330","Simpson diversity",26.2564102564103,43.8260869565217,NA,NA,NA
"799","4041144860","Species richness",33,66.8511904761905,NA,NA,NA
"800","4041144860","Shannon diversity",29.7961744490444,62.4284684801608,NA,NA,NA
"801","4041144860","Simpson diversity",26.7906976744186,59.3684210526315,NA,NA,NA
"802","4041144880","Species richness",35,37.2152334152334,NA,NA,NA
"803","4041144880","Shannon diversity",21.6108698612261,24.0764949619478,NA,NA,NA
"804","4041144880","Simpson diversity",15.3682083520431,16.6699314397649,NA,NA,NA
"805","5040000010","Species richness",51,81.0483333333333,NA,NA,NA
"806","5040000010","Shannon diversity",36.9236976013479,49.3555724664595,NA,NA,NA
"807","5040000010","Simpson diversity",28.3375314861461,34.7049689440993,NA,NA,NA
"808","5040007690","Species richness",78,91.4851648351648,NA,NA,NA
"809","5040007690","Shannon diversity",30.5494269808793,32.2698881390853,NA,NA,NA
"810","5040007690","Simpson diversity",17.6974696529321,18.028638681836,NA,NA,NA
"811","5040011800","Species richness",23,25.490234375,NA,NA,NA
"812","5040011800","Shannon diversity",12.2115279758201,12.8723145022434,NA,NA,NA
"813","5040011800","Simpson diversity",8.82758620689655,9.10714285714284,NA,NA,NA
"814","5040014020","Species richness",23,24.9904761904762,NA,NA,NA
"815","5040014020","Shannon diversity",14.4511744965409,15.3803401770987,NA,NA,NA
"816","5040014020","Simpson diversity",11.648177496038,12.2734899328859,NA,NA,NA
"817","5040017040","Species richness",17,36.6064814814815,NA,NA,NA
"818","5040017040","Shannon diversity",11.7755927581807,19.7114443840205,NA,NA,NA
"819","5040017040","Simpson diversity",8.30769230769231,10.5,NA,NA,NA
"820","5040017830","Species richness",51,53.6905923344948,NA,NA,NA
"821","5040017830","Shannon diversity",26.8962351720607,29.7461363215139,NA,NA,NA
"822","5040017830","Simpson diversity",15.2394079555967,16.0379054318093,NA,NA,NA
"823","5040022500","Species richness",23,36.3846153846154,NA,NA,NA
"824","5040022500","Shannon diversity",13.8474067721523,16.2765282301442,NA,NA,NA
"825","5040022500","Simpson diversity",10.1025830258303,10.9628432956381,NA,NA,NA
"826","5040031240","Species richness",32,40.0408759124088,NA,NA,NA
"827","5040031240","Shannon diversity",22.3269885933572,26.1539749347714,NA,NA,NA
"828","5040031240","Simpson diversity",16.863432165319,19.0901639344262,NA,NA,NA
"829","5040038940","Species richness",11,12.2631578947368,NA,NA,NA
"830","5040038940","Shannon diversity",10.3108497466296,14.5825521263769,NA,NA,NA
"831","5040038940","Simpson diversity",9.75675675675676,19,NA,NA,NA
"832","5040041880","Species richness",27,35.0119565217391,NA,NA,NA
"833","5040041880","Shannon diversity",20.0768652363909,24.7062915549546,NA,NA,NA
"834","5040041880","Simpson diversity",15.9097744360902,19.0272727272727,NA,NA,NA
"835","5040049720","Species richness",77,79.6654135338346,NA,NA,NA
"836","5040049720","Shannon diversity",42.5979035107695,43.4219320038226,NA,NA,NA
"837","5040049720","Simpson diversity",29.8151459685809,30.2246083577065,NA,NA,NA
"838","5040055960","Species richness",27,27.1664868752247,NA,NA,NA
"839","5040055960","Shannon diversity",18.1337558098386,18.3990536149079,NA,NA,NA
"840","5040055960","Simpson diversity",15.4547236659892,15.6997951569245,NA,NA,NA
"841","5040056460","Species richness",26,26.998699609883,NA,NA,NA
"842","5040056460","Shannon diversity",15.7193259857389,15.9984894485668,NA,NA,NA
"843","5040056460","Simpson diversity",11.8388220456047,12.0082957179456,NA,NA,NA
"844","5040056470","Species richness",19,19.9962546816479,NA,NA,NA
"845","5040056470","Shannon diversity",11.6548022600023,12.1048702413425,NA,NA,NA
"846","5040056470","Simpson diversity",9.34447502949272,9.64710676446616,NA,NA,NA
"847","5040056740","Species richness",20,27.859649122807,NA,NA,NA
"848","5040056740","Shannon diversity",15.2500590054927,19.8947611517035,NA,NA,NA
"849","5040056740","Simpson diversity",12.448275862069,15.6470588235294,NA,NA,NA
"850","5040056750","Species richness",19,19.1240740740741,NA,NA,NA
"851","5040056750","Shannon diversity",15.4018452698261,16.5260671587505,NA,NA,NA
"852","5040056750","Simpson diversity",13.7133182844244,15.1507537688443,NA,NA,NA
"853","5040057320","Species richness",20,21.4827586206897,NA,NA,NA
"854","5040057320","Shannon diversity",16.7353784313896,19.0266605344138,NA,NA,NA
"855","5040057320","Simpson diversity",14.6970873786408,17.4813084112149,NA,NA,NA
"856","5040057330","Species richness",16,33.7831325301205,NA,NA,NA
"857","5040057330","Shannon diversity",11.3453566270379,13.5955798319482,NA,NA,NA
"858","5040057330","Simpson diversity",9.63496503496503,10.7689873417722,NA,NA,NA
"859","5040057720","Species richness",29,35.2267657992565,NA,NA,NA
"860","5040057720","Shannon diversity",20.0809698062081,21.4827861855037,NA,NA,NA
"861","5040057720","Simpson diversity",16.1628322537413,17.1321292775665,NA,NA,NA
"862","5040059440","Species richness",19,27.0577777777778,NA,NA,NA
"863","5040059440","Shannon diversity",13.2910842862694,16.1031071522116,NA,NA,NA
"864","5040059440","Simpson diversity",10.7142857142857,12.3333333333333,NA,NA,NA
"865","5040059450","Species richness",41,43.0781637717122,NA,NA,NA
"866","5040059450","Shannon diversity",25.0814156819877,26.5259239112151,NA,NA,NA
"867","5040059450","Simpson diversity",18.499715229525,19.3416905444126,NA,NA,NA
"868","5040061660","Species richness",13,14.9444444444444,NA,NA,NA
"869","5040061660","Shannon diversity",10.4253321726399,13.0144400282945,NA,NA,NA
"870","5040061660","Simpson diversity",8.64,11.0526315789474,NA,NA,NA
"871","5040061670","Species richness",51,52.9993542137552,NA,NA,NA
"872","5040061670","Shannon diversity",25.639381710583,25.864989637616,NA,NA,NA
"873","5040061670","Simpson diversity",18.2068921661121,18.3086476330141,NA,NA,NA
"874","5040064130","Species richness",21,22.5384615384615,NA,NA,NA
"875","5040064130","Shannon diversity",15.9148691011754,19.1670117433265,NA,NA,NA
"876","5040064130","Simpson diversity",12.037037037037,14.5454545454545,NA,NA,NA
"877","5040064140","Species richness",32,33.1206730769231,NA,NA,NA
"878","5040064140","Shannon diversity",22.9886921226511,24.546906655798,NA,NA,NA
"879","5040064140","Simpson diversity",17.9405520169851,19.1961231470923,NA,NA,NA
"880","5040065600","Species richness",19,27.0327868852459,NA,NA,NA
"881","5040065600","Shannon diversity",13.4438832328746,17.0317579352293,NA,NA,NA
"882","5040065600","Simpson diversity",9.87002652519894,11.5822784810127,NA,NA,NA
"883","5040067860","Species richness",75,77.2493430656934,NA,NA,NA
"884","5040067860","Shannon diversity",37.2164502564086,37.6455326055177,NA,NA,NA
"885","5040067860","Simpson diversity",24.9797702324294,25.1559483461324,NA,NA,NA
"886","5040068450","Species richness",54,63.8113617830932,NA,NA,NA
"887","5040068450","Shannon diversity",30.4800691368773,34.5366665448372,NA,NA,NA
"888","5040068450","Simpson diversity",19.8880059597715,21.3157051282051,NA,NA,NA
"889","5040068460","Species richness",52,55.0570214669052,NA,NA,NA
"890","5040068460","Shannon diversity",29.7746159700623,31.3632989522402,NA,NA,NA
"891","5040068460","Simpson diversity",20.5755580430631,21.3236259228876,NA,NA,NA
"892","5040069590","Species richness",55,60.3261358524516,NA,NA,NA
"893","5040069590","Shannon diversity",28.5028507636999,29.7563900976552,NA,NA,NA
"894","5040069590","Simpson diversity",18.9136095897489,19.3828207847296,NA,NA,NA
"895","5040069600","Species richness",28,34.3515151515152,NA,NA,NA
"896","5040069600","Shannon diversity",18.1504296861742,20.9013997896318,NA,NA,NA
"897","5040069600","Simpson diversity",13.3007633587786,14.679117147708,NA,NA,NA
"898","5040069960","Species richness",45,50.5373406193078,NA,NA,NA
"899","5040069960","Shannon diversity",25.4825821615344,27.8772146394379,NA,NA,NA
"900","5040069960","Simpson diversity",17.0844811753903,18.0389105058365,NA,NA,NA
"901","5040069970","Species richness",69,75.2491784963197,NA,NA,NA
"902","5040069970","Shannon diversity",28.6201233315335,28.7640050678716,NA,NA,NA
"903","5040069970","Simpson diversity",17.1079888582549,17.1442922720713,NA,NA,NA
"904","5040070700","Species richness",53,65.4862334801762,NA,NA,NA
"905","5040070700","Shannon diversity",26.5911248703166,27.6115794239912,NA,NA,NA
"906","5040070700","Simpson diversity",18.3352755415203,18.6925416496437,NA,NA,NA
"907","5040070710","Species richness",170,182.499538813459,NA,NA,NA
"908","5040070710","Shannon diversity",69.0065644572171,69.2435641752318,NA,NA,NA
"909","5040070710","Simpson diversity",43.6710143480142,43.7398784952619,NA,NA,NA
"910","5040073410","Species richness",11,11.990099009901,NA,NA,NA
"911","5040073410","Shannon diversity",7.82568104819965,8.30506675495903,NA,NA,NA
"912","5040073410","Simpson diversity",6.778073089701,7.19373219373219,NA,NA,NA
"913","5040073420","Species richness",31,34.5889908256881,NA,NA,NA
"914","5040073420","Shannon diversity",15.6519586170287,16.5577778514219,NA,NA,NA
"915","5040073420","Simpson diversity",10.3663596703829,10.673007609131,NA,NA,NA
"916","5040076530","Species richness",11,16.9154929577465,NA,NA,NA
"917","5040076530","Shannon diversity",6.98125265971086,7.86653020319832,NA,NA,NA
"918","5040076530","Simpson diversity",5.37993596584845,5.73903002309468,NA,NA,NA
"919","5040076890","Species richness",15,21.0975609756098,NA,NA,NA
"920","5040076890","Shannon diversity",12.3583399060962,16.1873129293862,NA,NA,NA
"921","5040076890","Simpson diversity",10.5723270440252,13.8983050847458,NA,NA,NA
"922","5040077640","Species richness",18,18.9987293519695,NA,NA,NA
"923","5040077640","Shannon diversity",8.1883199458116,8.2878161900722,NA,NA,NA
"924","5040077640","Simpson diversity",6.07778660935951,6.11730617088607,NA,NA,NA
"925","5040082270","Species richness",70,87.9996829031974,NA,NA,NA
"926","5040082270","Shannon diversity",24.6145208437885,24.6327964438187,NA,NA,NA
"927","5040082270","Simpson diversity",18.1596622024044,18.1651534979065,NA,NA,NA
"928","5040085040","Species richness",72,73.999964301651,NA,NA,NA
"929","5040085040","Shannon diversity",31.4500318207605,31.470850318088,NA,NA,NA
"930","5040085040","Simpson diversity",24.3628330277644,24.3729969264075,NA,NA,NA
"931","5040087630","Species richness",9,9.97959183673469,NA,NA,NA
"932","5040087630","Shannon diversity",7.39657685254283,8.18584956482146,NA,NA,NA
"933","5040087630","Simpson diversity",6.72549019607843,7.63636363636364,NA,NA,NA
"934","5040491370","Species richness",10,11.9855072463768,NA,NA,NA
"935","5040491370","Shannon diversity",5.87890395559308,6.13770622588211,NA,NA,NA
"936","5040491370","Simpson diversity",4.75862068965517,4.89285714285714,NA,NA,NA
"937","5040491510","Species richness",20,32.1386363636364,NA,NA,NA
"938","5040491510","Shannon diversity",12.9380252491776,14.9931375415238,NA,NA,NA
"939","5040491510","Simpson diversity",10.4671280276817,11.4627151051625,NA,NA,NA
"940","5040511570","Species richness",33,57.4163822525597,NA,NA,NA
"941","5040511570","Shannon diversity",20.9887350634551,22.9107677681879,NA,NA,NA
"942","5040511570","Simpson diversity",16.3802709406602,17.2910266774454,NA,NA,NA
"943","5040524870","Species richness",48,50.4988667271079,NA,NA,NA
"944","5040524870","Shannon diversity",20.105742690921,20.3459189523208,NA,NA,NA
"945","5040524870","Simpson diversity",15.152684020426,15.2505690475742,NA,NA,NA
"946","5040533380","Species richness",15,20.8666666666667,NA,NA,NA
"947","5040533380","Shannon diversity",10.6628936719689,13.6875100243984,NA,NA,NA
"948","5040533380","Simpson diversity",8.06772908366534,9.61165048543685,NA,NA,NA
"949","5040533450","Species richness",9,10.9574468085106,NA,NA,NA
"950","5040533450","Shannon diversity",7.14787612684477,8.02696570472071,NA,NA,NA
"951","5040533450","Simpson diversity",6.32951289398281,7.15894039735098,NA,NA,NA
"952","5040591010","Species richness",9,9.98850574712644,NA,NA,NA
"953","5040591010","Shannon diversity",6.80260947833543,7.19977859562841,NA,NA,NA
"954","5040591010","Simpson diversity",6.11883589329022,6.50608695652173,NA,NA,NA
"955","5040591050","Species richness",137,143.721595090753,NA,NA,NA
"956","5040591050","Shannon diversity",59.4371009768422,59.8513573470997,NA,NA,NA
"957","5040591050","Simpson diversity",40.0520798873632,40.1985472205796,NA,NA,NA
"958","6040000010","Species richness",42,59.8920990566038,NA,NA,NA
"959","6040000010","Shannon diversity",33.5492587973012,45.8082623841753,NA,NA,NA
"960","6040000010","Simpson diversity",27.8118811881188,37.3489932885906,NA,NA,NA
"961","6040000740","Species richness",111,173.488829311886,NA,NA,NA
"962","6040000740","Shannon diversity",34.6297688352309,35.1539723405675,NA,NA,NA
"963","6040000740","Simpson diversity",24.7852354413382,24.8910702583711,NA,NA,NA
"964","6040000750","Species richness",85,104.986187845304,NA,NA,NA
"965","6040000750","Shannon diversity",45.0657894034734,46.8544493522258,NA,NA,NA
"966","6040000750","Simpson diversity",36.4707601321969,37.3872452803255,NA,NA,NA
"967","6040005190","Species richness",23,46.9673913043478,NA,NA,NA
"968","6040005190","Shannon diversity",17.8751919205015,30.2234333844217,NA,NA,NA
"969","6040005190","Simpson diversity",14.2972972972973,20.2941176470589,NA,NA,NA
"970","6040005490","Species richness",54,70.948224852071,NA,NA,NA
"971","6040005490","Shannon diversity",11.6303904419007,11.9987967824697,NA,NA,NA
"972","6040005490","Simpson diversity",9.2798106389791,9.34056326671662,NA,NA,NA
"973","6040005500","Species richness",72,93.6774193548387,NA,NA,NA
"974","6040005500","Shannon diversity",46.9875271678346,59.9582145042541,NA,NA,NA
"975","6040005500","Simpson diversity",30.1273192578375,34.8231797919763,NA,NA,NA
"976","6040007010","Species richness",52,76.4169491525424,NA,NA,NA
"977","6040007010","Shannon diversity",35.768066199325,40.8453749469429,NA,NA,NA
"978","6040007010","Simpson diversity",28.2640467684313,31.1530172413793,NA,NA,NA
"979","6040007960","Species richness",95,100.760384513626,NA,NA,NA
"980","6040007960","Shannon diversity",49.1582087735872,51.1783718484739,NA,NA,NA
"981","6040007960","Simpson diversity",34.2485758275597,35.1246790186861,NA,NA,NA
"982","6040008320","Species richness",88,99.2314662273476,NA,NA,NA
"983","6040008320","Shannon diversity",61.6605786264579,67.3111146913303,NA,NA,NA
"984","6040008320","Simpson diversity",48.8983410749834,53.0949769053118,NA,NA,NA
"985","6040009770","Species richness",37,41.545746388443,NA,NA,NA
"986","6040009770","Shannon diversity",26.7983795954993,30.3958231841933,NA,NA,NA
"987","6040009770","Simpson diversity",21.0945406125166,23.7960725075528,NA,NA,NA
"988","6040012800","Species richness",19,23.0062893081761,NA,NA,NA
"989","6040012800","Shannon diversity",14.6032803131056,18.553102803557,NA,NA,NA
"990","6040012800","Simpson diversity",11.9531914893617,15.1428571428572,NA,NA,NA
"991","6040013420","Species richness",21,56.1,NA,NA,NA
"992","6040013420","Shannon diversity",17.3992184017703,32.4612145157131,NA,NA,NA
"993","6040013420","Simpson diversity",14.5454545454545,22.2857142857143,NA,NA,NA
"994","6040013430","Species richness",43,74.7987421383648,NA,NA,NA
"995","6040013430","Shannon diversity",29.2973510546608,37.1020767632916,NA,NA,NA
"996","6040013430","Simpson diversity",21.0850708924103,24.1557692307693,NA,NA,NA
"997","6040013750","Species richness",42,54.43961352657,NA,NA,NA
"998","6040013750","Shannon diversity",22.1293663693042,25.6023422923211,NA,NA,NA
"999","6040013750","Simpson diversity",14.3355637336902,15.3278217109993,NA,NA,NA
"1000","6040013760","Species richness",82,96.2177736072012,NA,NA,NA
"1001","6040013760","Shannon diversity",30.0105969854351,30.4960763869432,NA,NA,NA
"1002","6040013760","Simpson diversity",19.5438890025566,19.6579487080824,NA,NA,NA
"1003","6040014330","Species richness",66,94.4954407294833,NA,NA,NA
"1004","6040014330","Shannon diversity",44.2106817234388,50.4810184712292,NA,NA,NA
"1005","6040014330","Simpson diversity",35.1681592039801,38.6937431394073,NA,NA,NA
"1006","6040015940","Species richness",26,31.2734082397004,NA,NA,NA
"1007","6040015940","Shannon diversity",19.3506504425408,23.4593548895454,NA,NA,NA
"1008","6040015940","Simpson diversity",15.6232741617357,18.7368421052632,NA,NA,NA
"1009","6040015950","Species richness",23,42.9903846153846,NA,NA,NA
"1010","6040015950","Shannon diversity",17.1130526548061,22.3534011149138,NA,NA,NA
"1011","6040015950","Simpson diversity",13.954128440367,16.7765363128491,NA,NA,NA
"1012","6040016720","Species richness",18,20.9761904761905,NA,NA,NA
"1013","6040016720","Shannon diversity",14.4550116459333,15.7365333019289,NA,NA,NA
"1014","6040016720","Simpson diversity",12.5800316957211,13.8644366197183,NA,NA,NA
"1015","6040016760","Species richness",51,65.6651323360184,NA,NA,NA
"1016","6040016760","Shannon diversity",32.6421233879861,38.0636243252269,NA,NA,NA
"1017","6040016760","Simpson diversity",24.7549581313354,27.5255905511812,NA,NA,NA
"1018","6040016970","Species richness",25,26.5841584158416,NA,NA,NA
"1019","6040016970","Shannon diversity",21.0400945352072,24.1658409484129,NA,NA,NA
"1020","6040016970","Simpson diversity",18.8558225508318,22.9545454545455,NA,NA,NA
"1021","6040016980","Species richness",28,32.1604938271605,NA,NA,NA
"1022","6040016980","Shannon diversity",13.5995719592623,13.9423575610257,NA,NA,NA
"1023","6040016980","Simpson diversity",10.4758236957671,10.6252043533094,NA,NA,NA
"1024","6040019090","Species richness",12,23.8787878787879,NA,NA,NA
"1025","6040019090","Shannon diversity",7.96218441660311,11.4702720894233,NA,NA,NA
"1026","6040019090","Simpson diversity",6.01657458563536,7.13513513513514,NA,NA,NA
"1027","6040025130","Species richness",43,46.5916279069767,NA,NA,NA
"1028","6040025130","Shannon diversity",30.3174408937923,32.0939396383426,NA,NA,NA
"1029","6040025130","Simpson diversity",25.7019738671115,27.2723240685985,NA,NA,NA
"1030","6040025140","Species richness",40,46.7225609756098,NA,NA,NA
"1031","6040025140","Shannon diversity",27.8515028619534,30.8482053375257,NA,NA,NA
"1032","6040025140","Simpson diversity",22.5637583892617,24.7413793103448,NA,NA,NA
"1033","6040025420","Species richness",45,53.3046964490263,NA,NA,NA
"1034","6040025420","Shannon diversity",29.7908606932667,32.8737278900813,NA,NA,NA
"1035","6040025420","Simpson diversity",22.3491686460808,24.1252144082334,NA,NA,NA
"1036","6040026140","Species richness",16,22.2234042553191,NA,NA,NA
"1037","6040026140","Shannon diversity",7.59295539461359,7.97373070701715,NA,NA,NA
"1038","6040026140","Simpson diversity",5.97737850416712,6.10728565082185,NA,NA,NA
"1039","6040026990","Species richness",9,21.109375,NA,NA,NA
"1040","6040026990","Shannon diversity",5.71059041267265,7.71663200150978,NA,NA,NA
"1041","6040026990","Simpson diversity",4.45217391304348,5.01010101010101,NA,NA,NA
"1042","6040029280","Species richness",13,14.9444444444444,NA,NA,NA
"1043","6040029280","Shannon diversity",10.5747067722886,13.1999488102328,NA,NA,NA
"1044","6040029280","Simpson diversity",9,11.6666666666667,NA,NA,NA
"1045","6040032290","Species richness",95,134.117124735729,NA,NA,NA
"1046","6040032290","Shannon diversity",60.9960608253284,70.9200240696856,NA,NA,NA
"1047","6040032290","Simpson diversity",44.0671656490053,48.4917463075587,NA,NA,NA
"1048","6040034810","Species richness",35,42.99207135778,NA,NA,NA
"1049","6040034810","Shannon diversity",17.6454209375576,18.0464337324725,NA,NA,NA
"1050","6040034810","Simpson diversity",14.2446726644373,14.4343333995629,NA,NA,NA
"1051","6040040460","Species richness",42,44.0803613884926,NA,NA,NA
"1052","6040040460","Shannon diversity",23.0069634451104,23.7736778720167,NA,NA,NA
"1053","6040040460","Simpson diversity",17.1668471615721,17.5726973213007,NA,NA,NA
"1054","6040075390","Species richness",37,39.9807692307692,NA,NA,NA
"1055","6040075390","Shannon diversity",30.1933707383734,34.6124072113611,NA,NA,NA
"1056","6040075390","Simpson diversity",26,31,NA,NA,NA
"1057","6040075410","Species richness",20,21.9789473684211,NA,NA,NA
"1058","6040075410","Shannon diversity",15.4525690181448,17.4556039062744,NA,NA,NA
"1059","6040075410","Simpson diversity",13.2525697503671,15.2389078498293,NA,NA,NA
"1060","6040084750","Species richness",33,58.2988235294118,NA,NA,NA
"1061","6040084750","Shannon diversity",24.7721368274169,35.4749054608002,NA,NA,NA
"1062","6040084750","Simpson diversity",19.7945205479452,25.5,NA,NA,NA
"1063","6040102250","Species richness",89,112.990480577307,NA,NA,NA
"1064","6040102250","Shannon diversity",50.1906887623427,56.7777314020847,NA,NA,NA
"1065","6040102250","Simpson diversity",31.8569615433431,33.9522905936567,NA,NA,NA
"1066","6040102330","Species richness",23,31.1939393939394,NA,NA,NA
"1067","6040102330","Shannon diversity",21.6806110497781,37.4392660452192,NA,NA,NA
"1068","6040102330","Simpson diversity",20.5471698113208,52.8,NA,NA,NA
"1069","6040239720","Species richness",93,117.469182389937,NA,NA,NA
"1070","6040239720","Shannon diversity",60.3209398300716,65.2584533302379,NA,NA,NA
"1071","6040239720","Simpson diversity",47.7901701323251,50.7827835880933,NA,NA,NA
"1072","6040239820","Species richness",31,44.8333333333333,NA,NA,NA
"1073","6040239820","Shannon diversity",22.7554556201668,30.5825812276153,NA,NA,NA
"1074","6040239820","Simpson diversity",17.8181818181818,22.3461538461538,NA,NA,NA
"1075","6040262110","Species richness",110,158.06330472103,NA,NA,NA
"1076","6040262110","Shannon diversity",78.0283637703152,93.4655771319176,NA,NA,NA
"1077","6040262110","Simpson diversity",60.4891364902507,69.362996158771,NA,NA,NA
"1078","6040262220","Species richness",65,76.9668508287293,NA,NA,NA
"1079","6040262220","Shannon diversity",52.7170983845242,66.8293303411002,NA,NA,NA
"1080","6040262220","Simpson diversity",42.8248366013072,55.7876712328768,NA,NA,NA
"1081","6040280400","Species richness",151,176.272602787823,NA,NA,NA
"1082","6040280400","Shannon diversity",86.468234407578,92.1463558665937,NA,NA,NA
"1083","6040280400","Simpson diversity",61.5397529646975,64.1315473810478,NA,NA,NA
"1084","6040280410","Species richness",168,191.658853302356,NA,NA,NA
"1085","6040280410","Shannon diversity",92.7484732289393,99.0853287710072,NA,NA,NA
"1086","6040280410","Simpson diversity",61.170949056884,63.6071704527896,NA,NA,NA
"1087","6040285930","Species richness",71,91.2573060127645,NA,NA,NA
"1088","6040285930","Shannon diversity",56.0425494662357,69.8741438145993,NA,NA,NA
"1089","6040285930","Simpson diversity",47.543970988214,59.7391304347826,NA,NA,NA
"1090","6040285990","Species richness",120,138.367097876495,NA,NA,NA
"1091","6040285990","Shannon diversity",58.0696122491447,61.8033774490279,NA,NA,NA
"1092","6040285990","Simpson diversity",35.7773808057164,36.8415439309294,NA,NA,NA
"1093","6040345000","Species richness",19,39.46484375,NA,NA,NA
"1094","6040345000","Shannon diversity",14.9546088014552,28.5112192670044,NA,NA,NA
"1095","6040345000","Simpson diversity",11.3777777777778,17.1034482758621,NA,NA,NA
"1096","6040527670","Species richness",26,34.1191860465116,NA,NA,NA
"1097","6040527670","Shannon diversity",18.3257808664131,20.3408667621471,NA,NA,NA
"1098","6040527670","Simpson diversity",15.5052410901468,16.942396313364,NA,NA,NA
"1099","6040527680","Species richness",15,34.5967741935484,NA,NA,NA
"1100","6040527680","Shannon diversity",11.2055305447433,19.1651240135571,NA,NA,NA
"1101","6040527680","Simpson diversity",8.35652173913043,11.0714285714286,NA,NA,NA
"1102","6040709820","Species richness",24,63.234375,NA,NA,NA
"1103","6040709820","Shannon diversity",21.8994014091739,57.1002552812594,NA,NA,NA
"1104","6040709820","Simpson diversity",19.6923076923077,49.6,NA,NA,NA
"1105","6040752460","Species richness",21,27.6176470588235,NA,NA,NA
"1106","6040752460","Shannon diversity",15.5964699944263,21.0957944054789,NA,NA,NA
"1107","6040752460","Simpson diversity",11.3580786026201,14.3258426966292,NA,NA,NA
