"","Assemblage","Taxonomic Diversity","Taxonomic Observed","Taxonomic Estimator","s.e.","LCL","UCL","qTD","proportion"
"596","6040709820","Species richness",24,63.234375,NA,NA,NA,61.7639868896468,0.388575951919694
"597","6040752460","Species richness",21,27.6176470588235,NA,NA,NA,26.8175065323416,0.783070565291903
"598","6040752470","Species richness",56,64.1567916162838,NA,NA,NA,50.3818636091429,1.11151108729209
"599","6040814820","Species richness",118,135.622109060047,NA,NA,NA,111.398451988606,1.05926067996052
"600","6040814830","Species richness",55,115.339527027027,NA,NA,NA,108.444809633251,0.507170423241135
"601","6040862810","Species richness",5,10.1428571428571,NA,NA,NA,9.93502843468001,0.503269822816672
"602","6040870370","Species richness",33,68.758389261745,NA,NA,NA,59.5100117478643,0.554528541177515
"603","6040870380","Species richness",20,37.6470588235294,NA,NA,NA,36.0675606413832,0.554514906035879
"604","6040877660","Species richness",6,14.8888888888889,NA,NA,NA,14.5355800849878,0.41278022376257
"605","7040000010","Species richness",68,70.9988014382741,NA,NA,NA,54.6712907392787,1.24379723032852
"606","7040005410","Species richness",24,25.7660910518053,NA,NA,NA,25.0772873332754,0.957041313162852
"607","7040005420","Species richness",38,40.6607538802661,NA,NA,NA,35.6623318569864,1.06555006420747
"608","7040006390","Species richness",38,44.7250922509225,NA,NA,NA,40.4957780395184,0.93836942613912
"609","7040006400","Species richness",39,110.920265780731,NA,NA,NA,31.3165170825494,1.24534921610846
"610","7040007380","Species richness",48,53.989247311828,NA,NA,NA,44.311907103308,1.0832302904069
"611","7040007390","Species richness",44,79.9299610894942,NA,NA,NA,47.9243400302186,0.918113843033746
"612","7040007830","Species richness",41,43.0772594752187,NA,NA,NA,40.0927795293481,1.02262802632548
"613","7040007840","Species richness",33,39.2351895734597,NA,NA,NA,30.2038987707491,1.09257418224295
"614","7040008710","Species richness",12,16.0277777777778,NA,NA,NA,15.504742195532,0.773956757788468
"615","7040008720","Species richness",103,106.499246014649,NA,NA,NA,81.6564116152858,1.26138288424027
"616","7040013170","Species richness",28,33.970297029703,NA,NA,NA,29.7721571245251,0.940476025398064
"617","7040013180","Species richness",75,96.9923211169285,NA,NA,NA,49.887176479449,1.50339236037735
"618","7040013550","Species richness",138,155.996250781087,NA,NA,NA,108.58880632252,1.27084922169717
"619","7040013560","Species richness",89,97.4929343308396,NA,NA,NA,84.6958514728653,1.05081888253421
"620","7040014040","Species richness",97,134.505878894768,NA,NA,NA,111.820220793317,0.867463856821476
"621","7040014050","Species richness",64,78.1675070028011,NA,NA,NA,75.3361464843404,0.849525798526252
"622","7040014200","Species richness",120,129.840631606195,NA,NA,NA,109.402338088309,1.09686869674702
"623","7040014210","Species richness",57,71.202657807309,NA,NA,NA,68.6433957151839,0.830378500453346
"624","7040014250","Species richness",112,123.63358844828,NA,NA,NA,84.8484557910851,1.32000045205027
"625","7040014930","Species richness",84,90.5278385197645,NA,NA,NA,79.0741113196875,1.0622945816033
"626","7040014940","Species richness",106,122.049646260173,NA,NA,NA,87.5182380273139,1.21117612042096
"627","7040016260","Species richness",111,127.051358024691,NA,NA,NA,86.4255247766078,1.2843427944107
"628","7040016270","Species richness",49,64.1139112903226,NA,NA,NA,37.9171565424897,1.29229099616399
"629","7040019010","Species richness",9,9.24305555555556,NA,NA,NA,9.04042256508285,0.995528686320596
"630","7040019200","Species richness",23,54.3846153846154,NA,NA,NA,52.243979690391,0.44024211280042
"631","7040021740","Species richness",46,63.9182481751825,NA,NA,NA,61.2123183947165,0.751482727763673
"632","7040022240","Species richness",3,4.5,NA,NA,NA,4.41686851672915,0.67921424163688
"633","7040024290","Species richness",13,36.6111111111111,NA,NA,NA,35.7070562305406,0.364073697816651
"634","7040024300","Species richness",9,9.64705882352941,NA,NA,NA,9.39766437371686,0.957684765288167
"635","7040024580","Species richness",66,77.9799331103679,NA,NA,NA,65.5680779129195,1.0065873836908
"636","7040024600","Species richness",17,21.1176470588235,NA,NA,NA,19.6420632307659,0.865489526241442
"637","7040024830","Species richness",15,15.7375,NA,NA,NA,15.410169784621,0.973383175503339
"638","7040024890","Species richness",3,3,NA,NA,NA,2.69098096082339,1.11483508938765
"639","7040024900","Species richness",5,7.66666666666667,NA,NA,NA,7.47962082930725,0.668483084116858
"640","7040025090","Species richness",6,6,NA,NA,NA,5.97131732152524,1.00480340885107
"641","7040033120","Species richness",2,2.5,NA,NA,NA,2.46882569377343,0.810101743936056
"642","7040033480","Species richness",75,112.745431008224,NA,NA,NA,80.7323874950784,0.928995194209662
"643","7040034520","Species richness",93,98.438808373591,NA,NA,NA,90.4548501868068,1.02813723982669
"644","7040034530","Species richness",141,160.594866422211,NA,NA,NA,119.982435065603,1.17517201516127
"645","7040038340","Species richness",149,167.048073433664,NA,NA,NA,106.525176116726,1.39873037934931
"646","7040039620","Species richness",139,146.198021978022,NA,NA,NA,118.14824850525,1.17648802888368
"647","7040039630","Species richness",93,153.703088803089,NA,NA,NA,93.172977546498,0.998143479460967
"648","7040039870","Species richness",125,147.032342780598,NA,NA,NA,108.659895970771,1.15037842511486
"649","7040039880","Species richness",140,162.499262004723,NA,NA,NA,78.5199111936954,1.7829872432566
"650","7040041050","Species richness",141,157.661098117831,NA,NA,NA,119.989272418839,1.17510505028999
"651","7040041060","Species richness",86,108.21638195357,NA,NA,NA,57.8521439184695,1.48654819294509
"652","7040041400","Species richness",132,148.050944540175,NA,NA,NA,110.226064940311,1.19753889492
"653","7040041410","Species richness",140,149.030016896505,NA,NA,NA,99.5390524282333,1.4064831499269
"654","7040042040","Species richness",139,145.748494647636,NA,NA,NA,108.83075283932,1.27721251919688
"655","7040043090","Species richness",101,111.020665878645,NA,NA,NA,95.7389083268512,1.05495249282755
"656","7040043100","Species richness",30,62.6241134751773,NA,NA,NA,61.0099771750015,0.491722852377862
"657","7040043160","Species richness",119,131.014151860978,NA,NA,NA,115.693821379389,1.02857696790712
"658","7040043170","Species richness",144,187.553050202921,NA,NA,NA,76.5910324083581,1.88011566722641
"659","7040045890","Species richness",115,137.307717620218,NA,NA,NA,107.480414943485,1.06996237463791
"660","7040045900","Species richness",75,85.5543120155039,NA,NA,NA,66.6586754613778,1.12513486775559
"661","7040046590","Species richness",141,151.496524329692,NA,NA,NA,120.131941286253,1.17370949383081
"662","7040046600","Species richness",72,96.4519607843137,NA,NA,NA,84.0896164595727,0.856229378030462
"663","7040046750","Species richness",83,114.965554359526,NA,NA,NA,89.2294326635843,0.930186346840614
"664","7040047060","Species richness",41,67.9123376623377,NA,NA,NA,58.3210427799629,0.703005262692014
"665","7040047070","Species richness",75,81.7445432497979,NA,NA,NA,67.1781592455526,1.11643428224725
"666","7040047850","Species richness",80,90.8863764549044,NA,NA,NA,52.6570442692916,1.51926491716616
"667","7040047860","Species richness",19,26.9609756097561,NA,NA,NA,18.4473825178839,1.02995641693776
"668","7040047970","Species richness",92,93.3332315366214,NA,NA,NA,58.5004899245023,1.57263640216912
"669","7040047980","Species richness",54,59.0606326078938,NA,NA,NA,35.0297721305878,1.5415458541578
"670","7040048300","Species richness",87,99.2484493670886,NA,NA,NA,52.7351977672367,1.64975203817385
"671","7040048310","Species richness",25,85.0346153846154,NA,NA,NA,70.2683856686284,0.355778772517914
"672","7040048410","Species richness",83,87.0496425103716,NA,NA,NA,46.1294208102947,1.79928554363026
"673","7040048420","Species richness",104,116.099054613642,NA,NA,NA,69.3418347055591,1.4998160986309
"674","7040049270","Species richness",157,185.035722337452,NA,NA,NA,103.585899978191,1.51565029635361
"675","7040049280","Species richness",20,32.2448979591837,NA,NA,NA,30.9771428393031,0.645637336656641
"676","7040049990","Species richness",44,100.020408163265,NA,NA,NA,80.9832984942419,0.543321904863242
"677","7040050000","Species richness",52,66.0279484029484,NA,NA,NA,58.0966853271368,0.895059670051623
"678","7040050640","Species richness",41,45.4732142857143,NA,NA,NA,43.7170617016171,0.937848940531229
"679","7040050650","Species richness",24,37.7480158730159,NA,NA,NA,36.8041271567114,0.65210077929055
"680","7040050920","Species richness",50,65.9307359307359,NA,NA,NA,61.1298927718432,0.817930438494573
"681","7040050930","Species richness",51,54.5489589775304,NA,NA,NA,49.4982413220757,1.03033963708231
"682","7040054660","Species richness",58,61.596421471173,NA,NA,NA,51.287736557649,1.13087462798843
"683","7040054670","Species richness",42,48.2326388888889,NA,NA,NA,43.5486993783475,0.964437528549533
"684","7040057510","Species richness",2,2.33333333333333,NA,NA,NA,2.29176759169791,0.872688839498885
"685","7040059990","Species richness",53,58.9928057553957,NA,NA,NA,47.4243507168235,1.11756933303039
"686","7040064730","Species richness",30,31.3305263157895,NA,NA,NA,27.5588399400569,1.08857992808307
"687","7040065090","Species richness",5,11.6666666666667,NA,NA,NA,11.4380550876718,0.43713725468844
"688","7040065760","Species richness",80,80.999671592775,NA,NA,NA,68.3832867280169,1.16987649801313
"689","7040069860","Species richness",4,6.5,NA,NA,NA,6.37530277509372,0.627421181567522
"690","7040070790","Species richness",17,24.8688524590164,NA,NA,NA,22.3541250900732,0.760486036984252
"691","7040072800","Species richness",28,28.999530956848,NA,NA,NA,21.6727248080643,1.29194645564739
"692","7040073620","Species richness",106,139.036134370016,NA,NA,NA,102.48927617741,1.03425454792473
"693","7040073630","Species richness",99,119.022036958369,NA,NA,NA,102.039597472456,0.970211588954214
"694","7040073640","Species richness",11,19.5263157894737,NA,NA,NA,18.9443954065777,0.580646664299494
"695","7040073660","Species richness",22,22.6601307189542,NA,NA,NA,21.9394109881776,1.00276165170774
"696","7040073690","Species richness",61,92.4525602409639,NA,NA,NA,71.7632123419244,0.850017690252747
"697","7040073710","Species richness",43,48.5466094113437,NA,NA,NA,41.2774610751585,1.0417307382764
"698","7040073720","Species richness",87,105.35993852459,NA,NA,NA,83.2755181881071,1.04472481100003
"699","7040073780","Species richness",57,65.4823657080846,NA,NA,NA,63.5615909104051,0.896767988081762
"700","7040073830","Species richness",60,91.8801498127341,NA,NA,NA,84.4883754252361,0.710156867119478
"701","7040073870","Species richness",32,37.9340659340659,NA,NA,NA,36.978053876451,0.865378153942784
"702","7040074080","Species richness",14,18.3548387096774,NA,NA,NA,17.8664412454612,0.783591976021335
"703","7040192560","Species richness",127,140.496084686775,NA,NA,NA,103.071833026434,1.23215039716456
"704","7040194860","Species richness",38,46.0858085808581,NA,NA,NA,44.8526915790071,0.847217829348407
"705","7040194980","Species richness",16,17.4926829268293,NA,NA,NA,15.306468793098,1.0453096802585
"706","7040256540","Species richness",19,66.3103448275862,NA,NA,NA,64.2528406166327,0.295706770590336
"707","7040256690","Species richness",2,2,NA,NA,NA,1.76394226676489,1.13382395653348
"708","7040282720","Species richness",53,105.124479166667,NA,NA,NA,100.621090846352,0.526728537269893
"709","7040282770","Species richness",45,64.8770053475936,NA,NA,NA,62.5153154819442,0.719823608872245
"710","7040374800","Species richness",66,70.0799890799891,NA,NA,NA,58.6535011367084,1.12525252066656
"711","7040374950","Species richness",137,152.995974842767,NA,NA,NA,114.159698081303,1.20007325091584
"712","7040379310","Species richness",103,114.100344530577,NA,NA,NA,102.166324627772,1.00815998202212
"713","7040379430","Species richness",136,156.246383282729,NA,NA,NA,103.851686897252,1.30955985466615
"714","7040388580","Species richness",75,132.462857142857,NA,NA,NA,111.542819377756,0.672387522732426
"715","7040388740","Species richness",128,133.140514155548,NA,NA,NA,114.799839458834,1.11498413763809
"716","7040392520","Species richness",130,151.429747272043,NA,NA,NA,120.364440938499,1.08005320330798
"717","7040392650","Species richness",144,164.246101270697,NA,NA,NA,114.40278123171,1.2587106576399
"718","7040394680","Species richness",113,133.635157457239,NA,NA,NA,95.2372398577601,1.18651065663777
"719","7040394690","Species richness",82,96.6883977900552,NA,NA,NA,78.2880745499782,1.04741367662136
"720","7040395190","Species richness",113,135.208811104406,NA,NA,NA,101.874090145276,1.10921236046239
"721","7040395340","Species richness",94,146.483577327327,NA,NA,NA,121.412940474024,0.774217308575199
"722","7040402320","Species richness",92,104.795454545455,NA,NA,NA,71.4195383591038,1.28816290491008
"723","7040402430","Species richness",152,159.538161571825,NA,NA,NA,81.7421088070616,1.85950671224754
"724","7040426310","Species richness",42,68.8949416342412,NA,NA,NA,60.8935363694224,0.689728376837878
"725","7040426320","Species richness",72,91.5874358974359,NA,NA,NA,61.5259073215738,1.17023873575211
"726","7040569640","Species richness",200,244.639936827743,NA,NA,NA,140.583390663694,1.42264316613649
"727","7040569650","Species richness",155,159.99976082277,NA,NA,NA,102.327900994072,1.51473838996247
"728","7040585110","Species richness",93,105.446210615952,NA,NA,NA,93.742256980837,0.99208193823423
"729","7040585120","Species richness",106,132.248963452088,NA,NA,NA,116.91575104161,0.906635753143945
"730","7040607990","Species richness",54,90.6285516285516,NA,NA,NA,87.8820153158719,0.614460191950643
"731","7040608130","Species richness",67,76.5979166666667,NA,NA,NA,73.3855776006111,0.912985932530727
"732","7040612640","Species richness",180,190.888566331602,NA,NA,NA,116.724498112078,1.54209273041522
"733","7040612840","Species richness",95,118.329542042042,NA,NA,NA,105.936600713046,0.896762774721549
"734","7040632150","Species richness",11,12.08,NA,NA,NA,11.8721712918229,0.926536496957083
"735","7040632220","Species richness",37,44.1189679885332,NA,NA,NA,39.6744026150887,0.932591231655455
"736","7040686450","Species richness",214,232.224495222268,NA,NA,NA,108.272863467749,1.97648785804713
"737","7040686540","Species richness",112,119.67894540015,NA,NA,NA,94.4464867213602,1.18585670984699
"738","7040707710","Species richness",72,84.4938393297191,NA,NA,NA,56.8233644218102,1.2670844243845
"739","7040707810","Species richness",108,129.12243597524,NA,NA,NA,75.4989438128348,1.43048358752855
"740","7040741760","Species richness",123,150.559161923217,NA,NA,NA,80.5353251267116,1.52728010728802
"741","7040741770","Species richness",56,105.864864864865,NA,NA,NA,86.6718836646933,0.646114952533473
"742","8040000810","Species richness",27,31.9418604651163,NA,NA,NA,31.0378055845456,0.869906860085621
"743","8040000820","Species richness",56,72.6343669250646,NA,NA,NA,55.0205541799763,1.01780145319547
"744","8040002260","Species richness",45,53.2903780068729,NA,NA,NA,49.9270167462064,0.901315618931292
"745","8040004490","Species richness",2,2,NA,NA,NA,1.4564801214843,1.37317356447117
"746","8040004910","Species richness",5,11.6666666666667,NA,NA,NA,11.4380550876718,0.43713725468844
"747","8040005510","Species richness",2,2,NA,NA,NA,1.82405898025151,1.09645577344447
"748","8040005520","Species richness",6,10.0909090909091,NA,NA,NA,9.75838315782567,0.614855955434414
"749","8040007180","Species richness",10,16.0344827586207,NA,NA,NA,15.286299409183,0.654180566029777
"750","8040007190","Species richness",18,30.1564885496183,NA,NA,NA,25.4076025677707,0.708449368726857
"751","8040008230","Species richness",8,12.359375,NA,NA,NA,11.3721886361586,0.703470568063168
"752","8040008240","Species richness",12,35.6551724137931,NA,NA,NA,33.5976682028395,0.357167644121975
"753","8040008380","Species richness",12,35.734375,NA,NA,NA,33.4586506454604,0.358651642206263
"754","8040008390","Species richness",37,45.0744479495268,NA,NA,NA,39.1430166181506,0.945251623321312
"755","8040008900","Species richness",6,16.7142857142857,NA,NA,NA,16.3817597812023,0.366261017139616
"756","8040009560","Species richness",23,33.4761904761905,NA,NA,NA,31.9313304120739,0.720295700278847
"757","8040018970","Species richness",2,2.5,NA,NA,NA,2.46882569377343,0.810101743936056
"758","8040019790","Species richness",9,10.8666666666667,NA,NA,NA,10.700403700125,0.841089761865237
"759","8040141350","Species richness",7,10.6666666666667,NA,NA,NA,10.4172722168541,0.671960937017149
"760","8040141480","Species richness",25,32.8961038961039,NA,NA,NA,31.2958228431403,0.798828652798298
"761","8040176060","Species richness",9,20.8055555555556,NA,NA,NA,19.901500674985,0.452227203715972
"762","8040176200","Species richness",82,150.33279109589,NA,NA,NA,127.896642904628,0.641142708187792
"763","8040183170","Species richness",16,23.75,NA,NA,NA,23.0849481338332,0.69309230877372
"764","8040183760","Species richness",16,31.6521739130435,NA,NA,NA,29.7609326686316,0.537617559844292
"765","8040183880","Species richness",4,6.5,NA,NA,NA,6.37530277509372,0.627421181567522
"766","8040219130","Species richness",6,9.5,NA,NA,NA,9.33373703345829,0.642829338183841
"767","8040219290","Species richness",22,26.0341365461847,NA,NA,NA,25.0192396879199,0.879323283777577
"768","8040252610","Species richness",37,41.0168032786885,NA,NA,NA,39.8643930918464,0.928146577191157
"769","8040252760","Species richness",30,42.1344339622642,NA,NA,NA,40.2042248350689,0.746190235555342
"770","8040264670","Species richness",7,22.75,NA,NA,NA,22.2927768420103,0.314003053527573
"771","8040307300","Species richness",69,125.109788359788,NA,NA,NA,113.786587575941,0.606398359155904
"772","8040307380","Species richness",7,7.63333333333333,NA,NA,NA,7.48092561400343,0.935713087013832
